一	yī
裎	chěng
裥	jiǎn
祾	líng
祺	qí
谠	dǎng
幂	mì
谡	sù
谥	shì
谧	mì
遐	xiá
孱	chán
孱	càn
弼	bì
巽	xùn
骘	zhì
媪	ǎo
媛	yuàn
媛	yuán
婷	tíng
巯	qiú
翚	huī
皴	cūn
婺	wù
骛	wù
缂	kè
缃	xiāng
缄	jiān
彘	zhì
缇	tí
缈	miǎo
缌	sī
缑	gōu
缒	zhuì
缗	mín
飨	xiǎng
耢	lào
瑚	hú
瑁	mào
瑜	yú
瑗	yuàn
瑄	xuān
瑕	xiá
遨	áo
骜	áo
韫	yùn
韫	wēn
髡	kūn
塬	yuán
鄢	yān
趔	liè
趑	zī
摅	shū
摁	èn
蜇	zhé
搋	chuāi
搪	táng
搐	chù
搛	jiān
搠	shuò
摈	bìn
彀	gòu
毂	gǔ
搦	nuò
搡	sǎng
蓁	zhēn
戡	kān
蓍	shī
鄞	yín
靳	jìn
蓐	rù
蓦	mò
鹋	miáo
蒽	ēn
蓓	bèi
蓖	bì
蓊	wěng
蒯	kuǎi
蓟	jì
蓑	suō
蒿	hāo
蒺	jí
蓠	lí
蒟	jǔ
蒡	bàng
蒹	jiān
蒴	shuò
蒗	làng
蓥	yíng
颐	yí
楔	xiē
楠	nán
楂	zhā
楂	chá
楝	liàn
楫	jí
楸	qiū
椴	duàn
槌	chuí
楯	shǔn
楯	dùn
皙	xī
榈	lǘ
槎	chá
榉	jǔ
楦	xuàn
楣	méi
楹	yíng
椽	chuán
裘	qiú
剽	piāo
甄	zhēn
酮	tóng
酰	xiān
酯	zhǐ
酩	mǐng
蜃	shèn
碛	qì
碓	duì
硼	péng
碉	diāo
碚	bèi
碇	dìng
碜	chěn
鹌	ān
辏	còu
龃	jǔ
龅	bāo
訾	zī
粲	càn
虞	yú
睚	yá
嗪	qín
韪	wěi
嗷	áo
嗉	sù
睨	nì
睢	huī
睢	suī
雎	jū
睥	bì
睥	pì
嘟	dū
嗑	kē
嗑	kè
嗫	niè
嗬	hē
嗔	chēn
嗝	gé
戥	děng
嗄	shà
嗄	á
煦	xù
暄	xuān
遢	tà
暌	kuí
跬	kuǐ
跶	dá
跸	bì
跐	cī
跐	cǐ
跣	xiǎn
跹	xiān
跻	jī
蛸	xiāo
蛸	shāo
蜊	lì
蜍	chú
蜉	fú
蜣	qiāng
畹	wǎn
蛹	yǒng
嗣	sì
嗯	ǹg
嗯	ńg
嗯	ňg
嗯	ǹ
嗯	ń
嗯	ň
嗥	háo
嗲	diǎ
嗳	ǎi
嗳	ài
嗳	āi
嗌	yì
嗌	ài
嗍	suō
嗨	hāi
嗨	hēi
嗐	hài
嗤	chī
嗵	tōng
罨	yǎn
嵊	shèng
嵩	sōng
嵴	jǐ
骰	tóu
锗	zhě
锛	bēn
锜	qí
锝	dé
锞	kè
锟	kūn
锢	gù
锨	xiān
锩	juǎn
锭	dìng
锱	zī
雉	zhì
氲	yūn
犏	piān
歃	shà
稞	kē
稗	bài
稔	rěn
筠	yún
筠	jūn
筢	pá
筮	shì
筲	shāo
筱	xiǎo
牒	dié
煲	bāo
敫	jiǎo
徭	yáo
愆	qiān
艄	shāo
觎	yú
毹	shū
貊	mò
貅	xiū
貉	hé
貉	háo
貉	mò
颔	hàn
腠	còu
腩	nǎn
腼	miǎn
腭	è
腧	shù
塍	chéng
媵	yìng
詹	zhān
鲅	bà
鲆	píng
鲇	nián
鲈	lú
稣	sū
鲋	fù
鲐	tái
肄	yì
鹐	qiān
飕	sōu
觥	gōng
遛	liù
馐	xiū
鹑	chún
亶	dǎn
亶	dàn
瘃	zhú
痱	fèi
痱	féi
痼	gù
痿	wěi
瘐	yǔ
瘁	cuì
瘆	shèn
麂	jǐ
裔	yì
歆	xīn
旒	liú
雍	yōng
阖	hé
阗	tián
阙	quē
阙	què
羧	suō
豢	huàn
粳	jīng
猷	yóu
煳	hú
煜	yù
煨	wēi
煅	duàn
煊	xuān
煸	biān
煺	tuì
滟	yàn
溱	zhēn
溱	qín
溘	kè
漭	mǎng
滢	yíng
溥	pǔ
溧	lì
溽	rù
裟	shā
溻	tā
溷	hùn
滗	bì
滫	xiǔ
溴	xiù
滏	fǔ
滃	wěng
滃	wēng
滦	luán
溏	táng
滂	pāng
滓	zǐ
溟	míng
滪	yù
愫	sù
慑	shè
慊	qiàn
慊	qiè
鲎	hòu
骞	qiān
窦	dòu
窠	kē
窣	sū
裱	biǎo
褚	zhǔ
褚	chǔ
裨	bì
裨	pí
裾	jū
裰	duō
禊	xì
谩	mán
谪	zhé
媾	gòu
嫫	mó
媲	pì
嫒	ài
嫔	pín
媸	chī
缙	jìn
缜	zhěn
缛	rù
辔	pèi
骝	liú
缟	gǎo
缡	lí
缢	yì
缣	jiān
骟	shàn
耥	tǎng
璈	áo
瑶	yáo
瑭	táng
獒	áo
觏	gòu
慝	tè
嫠	lí
韬	tāo
叆	ài
髦	máo
摽	biào
摽	biāo
墁	màn
撂	liào
摞	luò
撄	yīng
翥	zhù
踅	xué
摭	zhí
墉	yōng
墒	shāng
榖	gǔ
綦	qí
蔫	niān
蔷	qiáng
靺	mò
靼	dá
鞅	yāng
鞅	yàng
靿	yào
甍	méng
蔸	dōu
蔟	cù
蔺	lìn
戬	jiǎn
蕖	qú
蔻	kòu
蓿	xù
斡	wò
斡	guǎn
鹕	hú
蓼	liǎo
蓼	lù
榛	zhēn
榧	fěi
榻	tà
榫	sǔn
榭	xiè
槔	gāo
榱	cuī
槁	gǎo
槟	bīn
槟	bīng
槠	zhū
榷	què
僰	bó
酽	yàn
酶	méi
酹	lèi
厮	sī
碡	zhóu
碴	chá
碴	chā
碣	jié
碣	yà
碲	dì
磋	cuō
臧	zāng
臧	zàng
臧	cáng
豨	xī
殡	bìn
霆	tíng
霁	jì
辕	yuán
蜚	fēi
裴	péi
翡	fěi
龇	zī
龈	yín
龈	kěn
睿	ruì
䁖	lōu
睽	kuí
嘞	lei
嘞	lē
嘈	cáo
嘌	piāo
嘁	qī
嘎	gā
嘎	gá
嘎	gǎ
暧	ài
暝	míng
踌	chóu
踉	liáng
踉	liàng
蜞	qí
蜥	xī
蜮	yù
蝈	guō
蜴	yì
蜱	pí
蜩	tiáo
蜷	quán
蜿	wān
螂	láng
蜢	měng
嘘	xū
嘘	shī
嘡	tāng
鹗	è
嘣	bēng
嘤	yīng
嘚	dē
嘚	dēi
嗾	sǒu
嘧	mì
罴	pí
罱	lǎn
幔	màn
嶂	zhàng
幛	zhàng
赙	fù
罂	yīng
骷	kū
骶	dǐ
鹘	gǔ
鹘	hú
锲	qiè
锴	kǎi
锶	sī
锷	è
锸	chā
锵	qiāng
镁	měi
镂	lòu
犒	kào
箐	qìng
箐	jīng
箦	zé
箧	qiè
箍	gū
箸	zhù
箬	ruò
箅	bì
箪	dān
箔	bó
箜	kōng
箢	wǎn
箢	yuān
箓	lù
毓	yù
僖	xī
儆	jǐng
僳	sù
僭	jiàn
劁	qiāo
僮	tóng
僮	zhuàng
魃	bá
魆	xū
睾	gāo
艋	měng
鄱	pó
膈	gé
膑	bìn
鲑	guī
鲑	xié
鲔	wěi
鲚	jì
鲛	jiāo
鲟	xún
獐	zhāng
觫	sù
雒	luò
夤	yín
馑	jǐn
銮	luán
塾	shú
麽	mó
麽	me
麽	ma
瘌	là
瘊	hóu
瘘	lòu
瘙	sào
廖	liào
韶	sháo
旖	yǐ
膂	lǚ
阚	kàn
鄯	shàn
鲞	xiǎng
粿	guǒ
粼	lín
粽	zòng
糁	sǎn
糁	shēn
槊	shuò
鹚	cí
熘	liū
熥	tēng
熥	tōng
潢	huáng
潢	guāng
漕	cáo
滹	hū
漯	luò
漯	tà
漶	huàn
潋	liàn
潴	zhū
漪	yī
漉	lù
漳	zhāng
漩	xuán
澉	gǎn
潍	wéi
慵	yōng
搴	qiān
窨	yìn
窨	xūn
寤	wù
綮	qìng
綮	qǐ
谮	zèn
褡	dā
褙	bèi
褓	bǎo
褛	lǚ
褊	biǎn
谯	qiáo
谰	lán
谲	jué
暨	jì
屣	xǐ
鹛	méi
嫣	yān
嫱	qiáng
嫖	piáo
嫖	piāo
嫦	cháng
嫚	màn
嫘	léi
嫡	dí
鼐	nài
翟	dí
翟	zhái
瞀	mào
鹜	wù
骠	piào
骠	biāo
缥	piǎo
缥	piāo
缦	màn
缧	léi
缨	yīng
骢	cōng
缪	móu
缪	miù
缪	miào
缪	mù
缪	liǎo
缫	sāo
耦	ǒu
耧	lóu
瑾	jǐn
璜	huáng
璀	cuǐ
璎	yīng
璁	cōng
璋	zhāng
璇	xuán
奭	shì
髯	rán
髫	tiáo
撷	xié
撅	juē
撅	jué
赭	zhě
撸	lū
鋆	yún
撙	zǔn
撺	cuān
墀	chí
聩	kuì
觐	jìn
鞑	dá
蕙	huì
鞒	qiáo
蕈	xùn
蕨	jué
蕤	ruí
蕞	zuì
蕺	jí
瞢	méng
瞢	měng
蕃	fān
蕃	fán
蕃	bō
蕲	qí
赜	zé
槿	jǐn
樯	qiáng
槭	qì
槭	sè
樗	chū
樘	táng
樊	fán
槲	hú
醌	kūn
醅	pēi
靥	yè
魇	yǎn
餍	yàn
磔	zhé
磙	gǔn
霈	pèi
辘	lù
龉	yǔ
龊	chuò
觑	qù
觑	qū
瞌	kē
瞋	chēn
瞑	míng
嘭	pēng
噎	yē
噶	gá
颙	yóng
暹	xiān
噘	juē
踔	chuō
踝	huái
踟	chí
踒	wō
踬	zhì
踮	diǎn
踯	zhí
踺	jiàn
踞	jù
蝽	chūn
蝾	róng
蝻	nǎn
蝰	kuí
蝮	fù
螋	sōu
蝓	yú
蝣	yóu
蝼	lóu
噗	pū
嘬	zuō
嘬	chuài
颚	è
噍	jiào
噢	ō
噙	qín
噜	lū
噌	cēng
噌	chēng
噔	dēng
颛	zhuān
幞	fú
幡	fān
嶙	lín
嶝	dèng
骺	hóu
骼	gé
骸	hái
镊	niè
镉	gé
镉	lì
镌	juān
镍	niè
镏	liú
镒	yì
镓	jiā
镔	bīn
稷	jì
箴	zhēn
篑	kuì
篁	huáng
篌	hóu
篆	zhuàn
牖	yǒu
儋	dān
儋	dàn
徵	zhǐ
徵	zhēng
磐	pán
虢	guó
鹞	yào
膘	biāo
滕	téng
鲠	gěng
鲡	lí
鲢	lián
鲣	jiān
鲥	shí
鲧	gǔn
鲩	huàn
獗	jué
獠	liáo
觯	zhì
馓	sǎn
馔	zhuàn
麾	huī
廛	chán
瘛	chì
瘼	mò
瘢	bān
瘠	jí
齑	jī
羯	jié
羰	tāng
𥻗	chá
遴	lín
糌	zān
糍	cí
糅	róu
熜	cōng
熜	zǒng
熵	shāng
熠	yì
澍	shù
澍	zhù
澌	sī
潸	shān
潦	lǎo
潦	lào
潦	liáo
潲	shào
鋈	wù
潟	xì
潼	tóng
潺	chán
憬	jǐng
憧	chōng
寮	liáo
窳	yǔ
谳	yàn
褴	lán
褟	tā
褫	chǐ
谵	zhān
熨	yùn
熨	yù
屦	jù
嬉	xī
勰	xié
戮	lù
蝥	máo
缬	xié
缮	shàn
缯	zēng
缯	zèng
骣	chǎn
畿	jī
耩	jiǎng
耨	nòu
耪	pǎng
璞	pú
璟	jǐng
靛	diàn
璠	fán
璘	lín
聱	áo
螯	áo
髻	jì
髭	zī
髹	xiū
擀	gǎn
熹	xī
甏	bèng
擞	sòu
擞	sǒu
縠	hú
磬	qìng
颞	niè
蕻	hòng
鞘	qiào
鞘	shāo
颟	mān
薤	xiè
薨	hōng
檠	qíng
薏	yì
薮	sǒu
薜	bì
薅	hāo
樾	yuè
橛	jué
橇	qiāo
樵	qiáo
檎	qín
橹	lǔ
樽	zūn
樨	xī
橼	yuán
墼	jī
橐	tuó
翮	hé
醛	quán
醐	hú
醍	tí
醍	tǐ
醚	mí
磲	qú
赝	yàn
飙	biāo
殪	yì
霖	lín
霏	fēi
霓	ní
錾	zàn
辚	lín
臻	zhēn
遽	jù
氅	chǎng
瞟	piǎo
瞠	chēng
瞰	kàn
嚄	huò
嚄	ǒ
嚆	hāo
噤	jìn
暾	tūn
蹀	dié
踹	chuài
踵	zhǒng
踽	jǔ
蹉	cuō
蹁	pián
螨	mǎn
蟒	mǎng
蟒	měng
螈	yuán
螅	xī
螭	chī
螠	yì
螟	míng
噱	jué
噱	xué
噬	shì
噫	yī
噻	sāi
噼	pī
罹	lí
圜	huán
圜	yuán
䦃	zhuō
镖	biāo
镗	tāng
镘	màn
镚	bèng
镛	yōng
镝	dí
镞	zú
镠	liú
氇	lǔ
氆	pǔ
憩	qì
穑	sè
篝	gōu
篥	lì
篦	bì
篪	chí
篙	gāo
盥	guàn
劓	yì
翱	áo
魉	liǎng
魈	xiāo
徼	jiǎo
徼	jiào
歙	xī
歙	shè
膳	shàn
膦	lìn
膙	jiǎng
鲮	líng
鲱	fēi
鲲	kūn
鲳	chāng
鲴	gù
鲵	ní
鲷	diāo
鲻	zī
獴	méng
獭	tǎ
獬	xiè
邂	xiè
鹧	zhè
廨	xiè
赟	yūn
瘰	luǒ
廪	lǐn
瘿	yǐng
瘵	zhài
瘴	zhàng
癃	lóng
瘳	chōu
斓	lán
麇	jūn
麇	qún
麈	zhǔ
嬴	yíng
壅	yōng
羲	xī
糗	qiǔ
瞥	piē
甑	zèng
燎	liáo
燎	liǎo
燠	yù
燔	fán
燧	suì
濑	lài
濉	suī
潞	lù
澧	lǐ
澹	dàn
澹	tán
澥	xiè
澶	chán
濂	lián
褰	qiān
寰	huán
窸	xī
褶	zhě
禧	xǐ
嬖	bì
犟	jiàng
隰	xí
嬗	shàn
颡	sǎng
缱	qiǎn
缲	qiāo
缲	sāo
缳	huán
璨	càn
璩	qú
璐	lù
璪	zǎo
螫	shì
螫	zhē
擤	xǐng
壕	háo
觳	hú
罄	qìng
擢	zhuó
薹	tái
鞡	la
鞬	jiàn
鞬	jiān
薷	rú
薰	xūn
藓	xiǎn
藁	gǎo
檄	xí
檩	lǐn
懋	mào
醢	hǎi
翳	yì
礅	dūn
磴	dèng
鹩	liáo
龋	qǔ
龌	wò
豳	bīn
壑	hè
黻	fú
嚏	tì
嚅	rú
蹑	niè
蹒	pán
蹊	qī
蹊	xī
蟥	huáng
螬	cáo
螵	piāo
疃	tuǎn
螳	táng
蟑	zhāng
嚓	cā
嚓	chā
羁	jī
罽	jì
罾	zēng
嶷	yí
黜	chù
黝	yǒu
髁	kē
髀	bì
镡	xín
镡	tán
镡	chán
镢	jué
镣	liào
镦	duī
镧	lán
镩	cuān
镪	qiǎng
镫	dèng
罅	xià
黏	nián
簌	sù
篾	miè
篼	dōu
簖	duàn
簋	guǐ
鼢	fén
黛	dài
儡	lěi
鹪	jiāo
鼾	hān
皤	pó
魍	wǎng
龠	yuè
繇	yáo
繇	yóu
繇	zhòu
貘	mò
邈	miǎo
貔	pí
臌	gǔ
膻	shān
膻	dàn
臆	yì
臃	yōng
鲼	fèn
鲽	dié
鳀	tí
鳃	sāi
鳃	xǐ
鳅	qiū
鳇	huáng
鳊	biān
螽	zhōng
燮	xiè
鹫	jiù
襄	xiāng
糜	mí
糜	méi
縻	mí
膺	yīng
癍	bān
麋	mí
懑	mèn
濡	rú
濮	pú
濞	bì
濞	pì
濠	háo
濯	zhuó
濯	zhào
蹇	jiǎn
謇	jiǎn
邃	suì
襁	qiǎng
檗	bò
擘	bò
擘	bāi
孺	rú
隳	huī
隳	duò
嬷	mó
蟊	máo
鹬	yù
鍪	móu
鏊	ào
鳌	áo
鬈	quán
鬃	zōng
瞽	gǔ
鞯	jiān
鞨	hé
鞫	jū
鞧	qiū
鞣	róu
藜	lí
藠	jiào
藩	fān
醪	láo
蹙	cù
礓	jiāng
燹	xiǎn
餮	tiè
瞿	qú
瞿	jù
曛	xūn
颢	hào
曜	yào
躇	chú
蹚	tāng
鹭	lù
蟛	péng
蟪	huì
蟠	pán
蟮	shàn
鹮	huán
黠	xiá
黟	yī
髅	lóu
髂	qià
镬	huò
镭	léi
镯	zhuó
馥	fù
簟	diàn
簪	zān
鼬	yòu
雠	chóu
艟	chōng
鳎	tǎ
鳏	guān
鳐	yáo
癞	lài
癞	là
癔	yì
癜	diàn
癖	pǐ
糨	jiàng
蹩	bié
鎏	liú
懵	měng
彝	yí
邋	lā
鬏	jiū
攉	huō
攒	zǎn
攒	cuán
鞲	gōu
鞴	bèi
藿	huò
蘧	qú
蘅	héng
麓	lù
醮	jiào
醯	xī
酃	líng
霪	yín
霭	ǎi
霨	wèi
黼	fǔ
嚯	huò
蹰	chú
蹶	jué
蹶	juě
蹽	liāo
蹼	pǔ
蹴	cù
蹴	jiu
蹾	dūn
蹿	cuān
蠖	huò
蠓	měng
蟾	chán
蠊	lián
黢	qū
髋	kuān
髌	bìn
镲	chǎ
籀	zhòu
籁	lài
齁	hōu
魑	chī
艨	méng
鳓	lè
鳔	biào
鳕	xuě
鳗	mán
鳙	yōng
麒	qí
鏖	áo
羸	léi
㸆	kào
瀚	hàn
瀣	xiè
瀛	yíng
襦	rú
谶	chèn
襞	bì
骥	jì
缵	zuǎn
瓒	zàn
攘	rǎng
蘩	fán
蘖	niè
醴	lǐ
霰	xiàn
酆	fēng
矍	jué
曦	xī
躅	zhú
鼍	tuó
巉	chán
黩	dú
黥	qíng
黪	cǎn
镳	biāo
镴	là
黧	lí
纂	zuǎn
璺	wèn
鼯	wú
臜	zā
鳜	guì
鳜	jué
鳝	shàn
鳟	zūn
獾	huān
孀	shuāng
骧	xiāng
瓘	guàn
鼙	pí
醺	xūn
礴	bó
颦	pín
曩	nǎng
鳢	lǐ
癫	diān
麝	shè
夔	kuí
爝	jué
灏	hào
禳	ráng
鐾	bèi
羼	chàn
蠡	lǐ
耱	mò
懿	yì
蘸	zhàn
鹳	guàn
霾	mái
氍	qú
饕	tāo
躐	liè
髑	dú
镵	chán
穰	ráng
饔	yōng
鬻	yù
鬟	huán
趱	zǎn
攫	jué
攥	zuàn
颧	quán
躜	zuān
鼹	yǎn
癯	qú
麟	lín
蠲	juān
蠹	dù
躞	xiè
衢	qú
鑫	xīn
灞	bà
襻	pàn
纛	dào
鬣	liè
攮	nǎng
囔	nāng
馕	náng
馕	nǎng
戆	gàng
戆	zhuàng
爨	cuàn
齉	nàng
亍	chù
尢	yóu
彳	chì
卬	yǎng
卬	áng
殳	shū
𠙶	ǒu
毌	guàn
毌	wān
邘	yú
戋	jiān
圢	tǐng
氕	piē
伋	jí
仝	tóng
冮	gāng
氿	guǐ
氿	jiǔ
汈	diāo
氾	fàn
忉	dāo
宄	guǐ
𬣙	xū
讱	rèn
扞	hàn
圲	qiān
圫	yù
圫	zhūn
芏	dù
芃	péng
朳	bā
朸	lì
𨙸	qí
𨙸	zhī
邨	cūn
吒	zhà
吒	zhā
吖	yā
吖	ā
屼	wù
屾	shēn
辿	chān
钆	gá
仳	pǐ
仳	pí
伣	qiàn
伈	xǐn
癿	qié
甪	lù
邠	bīn
犴	hān
犴	àn
冱	hù
邡	fāng
闫	yán
𬇕	wàn
汋	zhuó
汋	què
䜣	xī
䜣	xīn
䜣	yín
讻	xiōng
𬣞	zhǔ
孖	zī
孖	mā
𬘓	xún
纩	kuàng
玒	hóng
玓	dì
玘	qǐ
玚	chàng
玚	yáng
刬	chǎn
刬	chàn
𫭟	ōu
𫭟	qū
坜	lì
坉	tún
坉	dùn
扽	dèn
𫭢	lǔn
坋	bèn
坋	fèn
扺	zhǐ
㧑	wéi
㧑	wěi
毐	ǎi
芰	jì
芣	fú
苊	è
苉	pǐ
芘	bì
芘	pí
芴	wù
芴	hū
芠	wén
𫇭	wěi
芤	kōu
杕	dì
杕	duò
杙	yì
杄	qiān
杧	máng
杩	mà
杩	mǎ
尪	wāng
尨	lóng
尨	máng
尨	méng
尨	páng
轪	dài
𫐄	yuè
坒	bì
芈	mǐ
旴	xù
旴	xū
旵	chǎn
呙	wāi
呙	hé
呙	wǒ
呙	wā
呙	guǎ
呙	guō
㕮	fǔ
㕮	tiào
岍	qiān
𫵷	lì
岠	jù
岜	bā
呇	qǐ
冏	jiǒng
觃	yàn
岙	ào
伾	pī
㑇	zhòu
伭	xián
伭	xuán
佖	bì
伲	nǐ
伲	nì
佁	yǐ
佁	chì
飏	yáng
狃	niǔ
闶	kàng
闶	kāng
汧	qiān
汫	jǐng
𣲘	wǔ
𣲗	wéi
沄	yún
沘	bǐ
𬇙	pèi
𬇙	bèi
汭	ruì
㳇	fù
沇	yǎn
忮	zhì
忳	tún
忳	zhūn
忳	dùn
忺	xiān
𬣡	jiàn
祃	mà
诇	xiòng
邲	bì
诎	qū
诐	bì
屃	xì
𫸩	kōu
岊	jié
阽	diàn
阽	yán
䢺	chū
阼	zuò
妧	wàn
妧	yuán
妘	yún
𨚕	biàn
纮	hóng
驲	rì
𫘜	wén
纻	zhù
𬘘	dǎn
𫘝	jué
纼	zhèn
玤	bàng
玞	fū
玱	qiāng
玱	cāng
玟	mín
玟	wén
邽	guī
邿	shī
坥	qū
坰	jiōng
坬	guà
坽	líng
弆	jǔ
耵	dīng
䢼	gōng
𦭜	zhī
茋	zhǐ
苧	zhù
苧	níng
苾	bì
苠	mín
枅	jī
㭎	gāng
枘	ruì
枍	yì
矼	gāng
矼	qiāng
矼	kòng
矻	kū
匼	kē
匼	qià
𬨂	qí
𬀩	wěi
𬀪	xiàn
旿	wù
旿	wǔ
昇	shēng
昄	bǎn
昒	hū
昈	hù
咉	yǎng
咇	bì
咍	hāi
岵	hù
岽	dōng
岨	jū
岨	jǔ
岞	zuò
峂	tóng
㟃	sī
囷	qūn
𬬩	yì
钐	shān
钐	shàn
钔	mén
钖	yáng
牥	fāng
佴	èr
佴	nài
垈	dài
侁	shēn
侹	tǐng
佸	huó
佺	quán
隹	zhuī
隹	cuī
隹	wéi
㑊	yì
侂	tuō
佽	cì
侘	chà
郈	hòu
舠	dāo
郐	kuài
郃	hé
攽	bān
肭	nà
肸	xī
肷	qiǎn
狉	pī
狝	xiǎn
饳	duò
忞	mǐn
忞	wěn
忞	mín
於	yú
於	wū
炌	kài
炆	wén
泙	pēng
泙	píng
沺	tián
泂	jiǒng
泜	zhī
泃	jū
泇	jiā
怊	chāo
峃	xué
穸	xī
祋	duì
祊	bēng
祊	fāng
𫍣	tóng
𬣳	hěn
𬩽	xún
鸤	shī
弢	tāo
弨	chāo
陑	ér
𬮿	qí
𬮿	gài
陎	shū
𬯀	jī
卺	jǐn
乸	nǎ
妭	bá
姈	líng
𫰛	xíng
迳	jìng
叕	zhuó
叕	yǐ
叕	lì
叕	jué
𬳵	pī
驵	zǎng
𬳶	jiōng
䌹	jiǒng
驺	zōu
𫠊	xuán
绋	fú
绐	dài
砉	xū
砉	huā
耔	zǐ
㛃	jié
玶	píng
珇	zǔ
珇	jù
珅	shēn
𬍛	lì
珋	liǔ
玹	xuán
玹	xián
珌	bì
玿	sháo
韨	fú
垚	yáo
垯	dá
垙	guāng
垲	kǎi
埏	yán
埏	shān
垍	jì
耇	gǒu
鿍	gàng
垎	hè
垴	nǎo
垟	yáng
垞	chá
挓	zhā
垵	ǎn
垏	lǜ
拶	zā
拶	zǎn
荖	lǎo
荁	huán
荙	dá
荛	ráo
茈	zǐ
茈	cí
茽	zhòng
荄	gāi
茺	chōng
𬜬	màn
荓	píng
茳	jiāng
𦰡	nà
𦰡	nuó
茛	gèn
荭	hóng
㭕	qū
柷	zhù
柃	líng
柊	zhōng
枹	bāo
枹	fú
栐	yǒng
柖	sháo
柖	shào
郚	wú
剅	lóu
䴓	shī
迺	nǎi
厖	máng
砆	fū
砑	yà
砄	jué
耏	ér
耏	nài
奓	shē
奓	chǐ
奓	zhà
䶮	yǎn
轵	zhǐ
轷	hū
轹	lì
轺	yáo
昺	bǐng
𪾢	xiàn
昽	lóng
盷	xián
盷	tián
咡	èr
咺	xuǎn
咺	xuān
昳	dié
昳	yì
昣	zhěn
哒	dā
昤	líng
昫	xù
昡	xuàn
咥	dié
咥	xī
昪	biàn
虷	hán
虸	zǐ
哃	tóng
峘	huán
耑	duān
耑	zhuān
峛	lǐ
𪨰	qū
峗	wéi
峧	jiāo
帡	píng
钘	xíng
𫓧	fū
钜	jù
𬬮	chǎng
𬬱	jīn
𬬭	lún
钪	kàng
钬	huǒ
钭	dǒu
矧	shěn
秬	jù
俫	lái
舁	yú
俜	pīng
俙	xī
俍	liáng
垕	hòu
衎	kàn
舣	yǐ
弇	yǎn
侴	hào
鸧	cāng
䏡	shì
胠	qū
𦙶	gǔ
胈	bá
胩	kǎ
胣	chǐ
朏	fěi
朏	kū
飐	zhǎn
訄	qiú
饻	xī
庤	zhì
疢	chèn
炣	kě
炟	dá
㶲	yòng
洭	kuāng
洘	kǎo
洘	kào
洓	sè
洓	qì
洓	zì
洿	wū
㳚	yù
泚	cǐ
浈	zhēn
浉	shī
洸	guāng
洑	fú
洑	fù
洢	yī
洈	wéi
洚	jiàng
洺	míng
洨	xiáo
浐	chǎn
㳘	chōng
洴	píng
洣	mǐ
恔	xiào
恔	jiǎo
宬	chéng
窀	zhūn
扂	diàn
袆	huī
祏	shí
祐	yòu
祕	mì
祕	bì
叚	jiǎ
陧	niè
陞	shēng
娀	sōng
姞	jí
姱	kuā
姱	hù
姤	gòu
姤	dù
姶	è
姶	yà
姽	guǐ
枲	xǐ
绖	dié
骃	yīn
𬘡	yīn
𬳽	shēn
𬘩	tīng
𫄧	yán
彖	tuàn
骉	biāo
恝	jiá
珪	guī
珛	xiù
珹	chéng
琊	yá
玼	cī
玼	cǐ
珖	guāng
𪟝	jì
𪟝	jī
珽	tǐng
珦	xiàng
珫	chōng
珒	jīn
𬍤	xún
珢	yín
珢	kèn
珕	lì
珝	xǔ
𫭼	láo
埗	bù
垾	hàn
垺	póu
垺	fú
埆	què
埆	jué
垿	xù
埌	làng
埇	yǒng
莰	kǎn
茝	chǎi
茝	zhǐ
𬜯	liǎng
鄀	ruò
莶	xiān
莶	liǎn
莝	cuò
䓖	qióng
莙	jūn
栻	shì
桠	yā
𬂩	jiā
桄	guāng
桄	guàng
梠	lǚ
栴	zhān
梴	chān
梴	yán
栒	xún
酎	zhòu
酏	yǐ
𫠆	kuǐ
砵	bō
砠	jū
砫	zhù
砫	zhǔ
砬	lì
砬	lā
砬	lá
硁	kēng
恧	nǜ
翃	hóng
郪	qī
𨐈	guāng
辀	zhōu
辁	quán
𬌗	hé
剕	fèi
赀	zī
哢	lòng
晅	xuān
晊	zhì
唝	gòng
唝	hǒng
唝	gǒng
哳	zhā
哱	pò
哱	bā
哱	bō
冔	xú
晔	yè
晐	gāi
晖	huī
畖	wā
蚄	fāng
蚄	bàng
蚆	bā
𫑡	méng
帱	chóu
帱	dào
崁	kàn
峿	wú
𪨶	shē
崄	xiǎn
帨	shuì
崀	lǎng
赆	jìn
𬬸	shù
钷	pǒ
𬬻	lú
𬬹	shén
𬬿	zhāo
𬭁	mǔ
眚	shěng
甡	shēn
笫	zǐ
倻	yē
倴	bèn
脩	xiū
倮	luǒ
倕	chuí
倞	liàng
倞	jìng
𫢸	dàn
倓	tán
倓	tàn
倧	zōng
衃	pēi
虒	sī
舭	bǐ
舯	zhōng
舥	pā
瓞	dié
鬯	chàng
鸰	líng
脎	sà
朓	tiǎo
胲	hǎi
虓	xiāo
鱽	dāo
狴	bì
峱	náo
狻	suān
眢	yuān
𫗧	sù
勍	qíng
痄	zhà
疰	zhù
痃	xuán
竘	qǔ
竘	kǒu
羖	gǔ
羓	bā
桊	juàn
敉	mǐ
烠	huí
烠	huǐ
烔	tóng
烔	dòng
烶	tǐng
烻	yàn
𬊈	xún
涍	xiào
浡	bó
浭	gēng
浬	lǐ
涄	pīng
涢	yún
涐	é
浰	lì
浟	yōu
浟	dí
浛	hán
浼	měi
浲	féng
浲	hóng
涘	sì
悈	jiè
悈	kè
悃	kǔn
悢	liàng
